0	-0.002308
0.001	-0.002325
0.002	-0.0023
0.003	-0.00232
0.004	-0.002301
0.005	-0.002329
0.006	-0.002262
0.007	-0.002327
0.008	-0.002312
0.009	-0.002338
0.01	-0.002355
0.011	-0.002284
0.012	-0.002309
0.013	-0.002259
0.014	-0.002301
0.015	-0.002284
0.016	-0.002335
0.017	-0.002288
0.018	-0.002286
0.019	-0.002318
0.02	-0.002317
0.021	-0.002336
0.022	-0.002324
0.023	-0.002344
0.024	-0.002314
0.025	-0.002336
0.026	-0.002248
0.027	-0.00237
0.028	-0.002256
0.029	-0.002305
0.03	-0.002335
0.031	-0.002281
0.032	-0.002323
0.033	-0.002333
0.034	-0.00231
0.035	-0.002337
0.036	-0.002326
0.037	-0.002276
0.038	-0.002341
0.039	-0.002275
0.04	-0.002331
0.041	-0.002316
0.042	-0.00229
0.043	-0.002293
0.044	-0.002292
0.045	-0.002321
0.046	-0.002322
0.047	-0.002382
0.048	-0.002327
0.049	-0.002353
0.05	-0.002284
0.051	-0.002308
0.052	-0.002301
0.053	-0.0023
0.054	-0.00226
0.055	-0.002326
0.056	-0.0023
0.057	-0.002307
0.058	-0.002319
0.059	-0.002267
0.06	-0.002315
0.061	-0.002301
0.062	-0.002318
0.063	-0.002334
0.064	-0.002329
0.065	-0.002305
0.066	-0.002298
0.067	-0.002326
0.068	-0.002302
0.069	-0.002339
0.07	-0.002288
0.071	-0.002312
0.072	-0.002305
0.073	-0.00232
0.074	-0.002363
0.075	-0.00235
0.076	-0.002385
0.077	-0.002366
0.078	-0.002393
0.079	-0.002399
0.08	-0.002396
0.081	-0.002432
0.082	-0.002467
0.083	-0.002481
0.084	-0.002446
0.085	-0.002461
0.086	-0.002464
0.087	-0.002534
0.088	-0.002478
0.089	-0.002547
0.09	-0.002563
0.091	-0.002569
0.092	-0.002585
0.093	-0.002622
0.094	-0.002555
0.095	-0.002595
0.096	-0.002612
0.097	-0.00259
0.098	-0.002639
0.099	-0.002622
0.1	-0.002643
0.101	-0.002587
0.102	-0.002696
0.103	-0.002627
0.104	-0.002668
0.105	-0.002688
0.106	-0.00269
0.107	-0.002675
0.108	-0.002639
0.109	-0.002655
0.11	-0.002662
0.111	-0.002692
0.112	-0.002652
0.113	-0.002659
0.114	-0.002651
0.115	-0.002683
0.116	-0.00268
0.117	-0.002664
0.118	-0.002706
0.119	-0.002666
0.12	-0.002668
0.121	-0.002622
0.122	-0.002647
0.123	-0.002625
0.124	-0.002656
0.125	-0.002631
0.126	-0.00266
0.127	-0.002632
0.128	-0.002603
0.129	-0.002631
0.13	-0.002627
0.131	-0.002603
0.132	-0.002563
0.133	-0.002548
0.134	-0.002502
0.135	-0.002547
0.136	-0.002543
0.137	-0.002518
0.138	-0.002547
0.139	-0.002534
0.14	-0.002488
0.141	-0.002474
0.142	-0.002442
0.143	-0.002433
0.144	-0.002423
0.145	-0.002381
0.146	-0.002385
0.147	-0.002354
0.148	-0.002379
0.149	-0.00235
0.15	-0.002353
0.151	-0.002374
0.152	-0.002339
0.153	-0.002342
0.154	-0.002301
0.155	-0.002324
0.156	-0.002325
0.157	-0.002313
0.158	-0.002304
0.159	-0.002341
0.16	-0.002302
0.161	-0.002296
0.162	-0.002307
0.163	-0.002345
0.164	-0.002287
0.165	-0.002341
0.166	-0.002338
0.167	-0.002349
0.168	-0.002331
0.169	-0.002309
0.17	-0.002299
0.171	-0.002307
0.172	-0.002309
0.173	-0.002305
0.174	-0.002297
0.175	-0.002337
0.176	-0.002336
0.177	-0.00234
0.178	-0.002312
0.179	-0.002328
0.18	-0.002277
0.181	-0.002329
0.182	-0.002244
0.183	-0.0023
0.184	-0.002301
0.185	-0.002336
0.186	-0.002267
0.187	-0.002316
0.188	-0.002313
0.189	-0.002323
0.19	-0.002292
0.191	-0.002323
0.192	-0.0023
0.193	-0.002312
0.194	-0.002315
0.195	-0.002294
0.196	-0.002307
0.197	-0.002341
0.198	-0.002302
0.199	-0.00233
0.2	-0.002317
0.201	-0.002341
0.202	-0.002347
0.203	-0.002323
0.204	-0.002276
0.205	-0.002341
0.206	-0.00228
0.207	-0.002308
0.208	-0.002288
0.209	-0.002292
0.21	-0.002295
0.211	-0.002312
0.212	-0.002312
0.213	-0.0023
0.214	-0.002329
0.215	-0.00231
0.216	-0.00232
0.217	-0.002261
0.218	-0.002297
0.219	-0.002261
0.22	-0.00232
0.221	-0.002276
0.222	-0.002298
0.223	-0.002337
0.224	-0.002325
0.225	-0.002316
0.226	-0.002273
0.227	-0.002321
0.228	-0.002268
0.229	-0.002288
0.23	-0.002329
0.231	-0.002311
0.232	-0.002289
0.233	-0.002304
0.234	-0.002269
0.235	-0.002248
0.236	-0.002197
0.237	-0.002205
0.238	-0.002193
0.239	-0.002155
0.24	-0.002138
0.241	-0.002077
0.242	-0.002058
0.243	-0.002013
0.244	-0.002008
0.245	-0.001911
0.246	-0.001933
0.247	-0.001961
0.248	-0.001932
0.249	-0.002086
0.25	-0.002136
0.251	-0.002324
0.252	-0.002442
0.253	-0.002635
0.254	-0.002745
0.255	-0.002928
0.256	-0.002973
0.257	-0.003225
0.258	-0.003358
0.259	-0.003595
0.26	-0.003654
0.261	-0.003833
0.262	-0.003935
0.263	-0.00417
0.264	-0.004285
0.265	-0.004421
0.266	-0.004587
0.267	-0.00475
0.268	-0.004893
0.269	-0.005064
0.27	-0.005187
0.271	-0.005391
0.272	-0.005491
0.273	-0.00539
0.274	-0.005301
0.275	-0.00521
0.276	-0.005022
0.277	-0.004893
0.278	-0.004736
0.279	-0.004602
0.28	-0.004466
0.281	-0.004301
0.282	-0.004177
0.283	-0.003966
0.284	-0.003848
0.285	-0.003686
0.286	-0.003553
0.287	-0.003363
0.288	-0.003226
0.289	-0.003085
0.29	-0.002962
0.291	-0.002756
0.292	-0.002612
